Author First Name,Author Last Name,Title,Series,Series Number
 Earl E.,Gobel,Hearts of Grey,,1
 Eckhart,Tolle,A New Earth: Awakening to Your Life's Purpose,,1
 Eckhart,Tolle,The Power of Now: A Guide to Spiritual Enlightenment,,1
 Edeet,Ravel,Your Sad Eyes and Unforgettable Mouth,,1
 Edgar Allan,Poe,Essential Tales and Poems of Edgar Allan Poe,,1
 Edgar Rice,Burroughs,Tarzan of the apes,,1
 Edie,Jarolim,Am I Boring My Dog?: And 99 Other Things Every Dog Wishes You Knew,,1
 edited by Ellen,Datlow,Tails of Wonder and Imagination,,1
 Edith,Wharton,Ethan Frome & Selected Stories,,1
 Edith,Wharton,The Age of Innocence,,1
 Edith,Nesbit,The Enchanted Castle and Five Children and It,,1
 Edith,Wharton,The House of Mirth,,1
 Edmond,Rostand,Cyrano de Bergerac,,1
 Edward,Rutherfurd,The Rebels of Ireland: The Dublin Saga,The Dublin Saga,2
 Edward,Rutherfurd,New York: the novel,,1
 Edward,Gibbon,The History of the Decline and Fall of the Roman Empire Vol 1,,1
 Edward,Gibbon,The History of the Decline and Fall of the Roman EmpireVol 2,,1
 Edward De,Bono,Lateral Thinking,,1
 Edward De,Bono,Think!: Before It's Too Late,,1
 Edward M.,Kennedy,True Compass: A Memoir,,1
 Edward O.,Wilson,Anthill: a novel,,1
 Edwin A.,Abbott,Flatland,,1
 Eileen,Wilks,Love- from His Point of View!,,1
 Eileen Clymer,Schwab,Promise Bridge,,1
 Eknath,Easwaran,The Dhammapada,,1
 Elaine,Beale,Another Life Altogether: A Novel,,1
 Eleanor,Moran,Mr Almost Right,,1
 Elie,Wiesel,The Sonderberg Case,,1
 Elie & Wiesel,Wiesel,Night,The Night Trilogy,1
 Elin,Hilderbrand,A Summer Affair: A Novel,,1
 Elisabeth,Naughton,Marked,Eternal Guardians,1
 Elisabeth,Naughton,Stolen Fury,Stolen Trilogy,1
 Elisabeth,Naughton,Stolen Heat,Stolen Trilogy,2
 Elisabeth,Hyde,In the Heart of the Canyon,,1
 Elisabeth Tova,Bailey,The Sound of a Wild Snail Eating,,1
 Elise,Hyatt,French Polished Murder,A Daring Finds Mystery,2
 Elise,Blackwell,An Unfinished Score,,1
 Elita Faith,Daniels,Tree of Life,Tree of Life,1
 Elizabeth,Peters,Crocodile on the Sandbank,Amelia Peabody - Pub,1
 Elizabeth,Peters,The Curse of the Pharaohs,Amelia Peabody - Pub,2
 Elizabeth,Peters,The Mummy Case,Amelia Peabody - Pub,3
 Elizabeth,Peters,Lion in the Valley,Amelia Peabody - Pub,4
 Elizabeth,Peters,The Deeds of the Disturber,Amelia Peabody - Pub,5
 Elizabeth,Peters,The last camel died at noon,Amelia Peabody - Pub,6
 Elizabeth,Peters,"The Snake, the Crocodile, and the Dog",Amelia Peabody - Pub,7
 Elizabeth,Peters,The Hippopotamus Pool,Amelia Peabody - Pub,8
 Elizabeth,Peters,Seeing a Large Cat,Amelia Peabody - Pub,9
 Elizabeth,Peters,The Ape Who Guards the Balance,Amelia Peabody - Pub,10
 Elizabeth,Peters,The Falcon at the Portal: An Amelia Peabody Mystery,Amelia Peabody - Pub,11
 Elizabeth,Peters,Lord of the Silent: A Novel of Suspense,Amelia Peabody - Pub,13
 Elizabeth,Peters,The Golden One: A Novel of Suspense,Amelia Peabody - Pub,14
 Elizabeth,Peters,Children of the Storm,Amelia Peabody - Pub,15
 Elizabeth,Peters,Guardian of the Horizon,Amelia Peabody - Pub,16
 Elizabeth,Peters,The serpent on the crown,Amelia Peabody - Pub,17
 Elizabeth,Peters,Tomb of the Golden Bird,Amelia Peabody - Pub,18
 Elizabeth,Peters,A River in the Sky,Amelia Peabody - Pub,19
 Elizabeth,Vaughan,Destiny's Star,Epic of Palins,3
 Elizabeth,Bevarly,Indecent Suggestion,Harlequin Blaze,189
 Elizabeth,Hoyt,Wicked Intentions,Maiden Lane,1
 Elizabeth,Peters,Borrower of the Night: The First Vicky Bliss Mystery,Vicky Bliss,1
 Elizabeth,Peters,Street of the Five Moons,Vicky Bliss,2
 Elizabeth,David,A Book of Mediterranean Food,,1
 Elizabeth,Kelly,"Apologize, Apologize!",,1
 Elizabeth,Gilbert,Committed: A Skeptic Makes Peace with Marriage,,1
 Elizabeth,Gilbert,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",,1
 Elizabeth,Holcombe,Heaven and the Heather,,1
 Elizabeth,Berg,Home Safe: A Novel,,1
 Elizabeth,Edwards,Resilience: Reflections on the Burdens and Gifts of Facing Life's Adversities,,1
 Elizabeth,Gilbert,Stern Men,,1
 Elizabeth,Berg,The art of mending: a novel,,1
 Elizabeth,Gaskell,The life of Charlotte Brontë,,1
 Elizabeth,Mansfield,The Magnificent Masquerade,,1
 Elizabeth,Berg,The Pull of the Moon: A Novel,,1
 Elizabeth,Chadwick,To Defy a King,,1
 Elizabeth,Berg,We Are All Welcome Here,,1
 Elizabeth,Gaskell,Wives and Daughters,,1
 Elizabeth Ann,Scarborough,Songs from the Seashell,Argonia,3
 Elizabeth Ann,Scarborough,Cleopatra 7.2,,1
 Elizabeth Ann,Scarborough,Harem of Aman Akbar,,1
 Elizabeth J.,Duncan,The Cold Light of Mourning,Penny Brannigan Mysteries,1
 Elizabeth J.,Duncan,A Brush with Death: A Penny Brannigan Mystery,Penny Brannigan Mysteries,2
 Ellen,Fitzpatrick,Letters to Jackie: Condolences from a Grieving Nation,,1
 Ellen,Kushner,Thomas the Rhymer,,1
 Ellen Johnson,Sirleaf,This Child Will Be Great,,1
 Ellie,Campbell,When Good Friends Go Bad,,1
 Ellis,Peters,A morbid taste for bones,Brother Cadfael,1
 Ellis,Peters,A Rare Benedictine,Brother Cadfael,1
 Ellis,Peters,One Corpse Too Many: The Second Chronicle of Brother Cadfael,Brother Cadfael,2
 Ellis,Peters,Monk's-Hood,Brother Cadfael,3
 Ellis,Peters,St. Peter's Fair,Brother Cadfael,4
 Ellis,Peters,The leper of Saint Giles: the fifth chronicle of Brother Cadfael,Brother Cadfael,5
 Ellis,Peters,The Virgin in the Ice: The Sixth Chronicle of Brother Cadfael,Brother Cadfael,6
 Ellis,Peters,The sanctuary sparrow: the seventh chronicle of Brother Cadfael,Brother Cadfael,7
 Ellis,Peters,The Devil's Novice,Brother Cadfael,8
 Ellis,Peters,Dead mans ransom: the ninth chronicle of brother cadfael,Brother Cadfael,9
 Ellis,Peters,The Pilgrim of Hate,Brother Cadfael,10
 Ellis,Peters,An Excellent Mystery,Brother Cadfael,11
 Ellis,Peters,The Raven in the Foregate,Brother Cadfael,12
 Ellis,Peters,The rose rent: the thirteenth chronicle of Brother Cadfael,Brother Cadfael,13
 Ellis,Peters,The Hermit of Eyton Forest,Brother Cadfael,14
 Ellis,Peters,The Confession of Brother Haluin,Brother Cadfael,15
 Ellis,Peters,The heretic's apprentice,Brother Cadfael,16
 Ellis,Peters,The Potters Field: The Seventeenth Chronicle of Brother Cadfael of the Benedictine Abbey of Saint Peter and Paul at Shrewsbury,Brother Cadfael,17
 Ellis,Peters,The summer of the Danes,Brother Cadfael,18
 Ellis,Peters,The holy thief,Brother Cadfael,19
 Ellis,Peters,Fallen Into The Pit,Inspector Felse,1
 Ellis,Peters,Flight of a Witch,Inspector Felse,3
 Ellis,Peters,A Nice Derangement of Epitaphs,Inspector Felse,4
 Ellis,Peters,The Piper on the Mountain,Inspector Felse,5
 Ellis,Peters,Black Is The Colour Of My True Love's Heart,Inspector Felse,6
 Ellis,Peters,The Grass Widow's Tale,Inspector Felse,7
 Ellis,Peters,The House of Green Turf,Inspector Felse,8
 Ellis,Peters,Mourning Raga,Inspector Felse,9
 Ellis,Peters,The Knocker On Death's Door,Inspector Felse,10
 Ellis,Peters,Death to the Landlords!,Inspector Felse,11
 Ellis,Peters,City of Gold and Shadows,Inspector Felse,12
 Ellis,Peters,Rainbow's End,Inspector Felse,13
 Ellis,Peters,Death and the Joyful Woman,,1
 Elmore,Leonard,Djibouti: A Novel,,1
 Emeril,Lagasse,Farm to Fork,,1
 Emilie,Richards,Fortunate Harbor,,1
 Emilie,Richards,Happiness Key,,1
 Emilie,Richards,Iron Lace,,1
 Emily,Arsenault,The Broken Teaglass,,1
 Emily,Winslow,The Whole World: A Novel,,1
 Emily & Wetzsteon,Dickinson,The collected poems of Emily Dickinson,,1
 Emily Gray,Tedrowe,Commuters: A Novel,,1
 Emily Jane,Bronte,Wuthering Heights,,1
 Emma,Thompson,Nanny McPhee and the big bang,,1
 Emma,Donoghue,The Sealed Letter,,1
 Enid,Blyton,The Island of Adventure,Adventure Series,1
 Enid,Blyton,The Castle of Adventure,Adventure Series,2
 Enid,Blyton,The Valley of Adventure,Adventure Series,3
 Enid,Blyton,The Sea of Adventure,Adventure Series,4
 Enid,Blyton,The Mountain of Adventure,Adventure Series,5
 Enid,Blyton,The Ship of Adventure,Adventure Series,6
 Enid,Blyton,The Circus of Adventure,Adventure Series,7
 Enid,Blyton,The River of Adventure,Adventure Series,8
 Enid,Blyton,The adventurous four,The Adventurous Four,1
 Enid,Blyton,The adventurous four again,The Adventurous Four,2
 Enid,Blyton,Five on a treasure island,The Famous Five,1
 Enid,Blyton,Five go adventuring again,The Famous Five,2
 Enid,Blyton,Five run away together,The Famous Five,3
 Enid,Blyton,Five Go Off in a Caravan,The Famous Five,5
 Enid,Blyton,Five on Kirrin Island Again,The Famous Five,6
 Enid,Blyton,Five go off to camp,The Famous Five,7
 Enid,Blyton,Five Get Into Trouble,The Famous Five,8
 Enid,Blyton,Five have a wonderful time,The Famous Five,11
 Eoin,Colfer,The Artemis Fowl files,Artemis Fowl,0.5
 Eoin,Colfer,Artemis Fowl,Artemis Fowl,1
 Eoin,Colfer,Artemis Fowl: the Arctic incident,Artemis Fowl,2
 Eoin,Colfer,Artemis Fowl: The Eternity Code,Artemis Fowl,3
 Eoin,Colfer,Artemis Fowl: the opal deception,Artemis Fowl,4
 Eoin,Colfer,Artemis Fowl: The Lost Colony,Artemis Fowl,5
 Eoin,Colfer,Artemis Fowl: the time paradox,Artemis Fowl,6
 Eoin,Colfer,Artemis Fowl and the Atlantis Complex,Artemis Fowl,7
 Eoin,Colfer,And Another Thing...,The Hitchhiker's Guide to the Galaxy,6
 Eoin,McNamee,The navigator,The Navigator Trilogy,1
 Eoin,McNamee,City of Time,The Navigator Trilogy,2
 Eoin,Colfer,Airman,,1
 Eric,Brown,Kethani,Kethani,1
 Eric,Garcia,Repo Men,,1
 Eric,Flint,The Dragon Done It,,1
 Eric Jerome,Dickey,Drive Me Crazy,,1
 Eric Jerome,Dickey,Liar's Game,,1
 Eric van,Lustbader,The Bourne Objective,,1
 Erica,Hayes,Shadowglass: The Shadowfae Chronicles,Shadowfae Chronicles,2
 Erica,Bauermeister,The Monday Night Cooking School,,1
 Erica,Ridley,Too Wicked to Kiss,,1
 Erik,Larson,"The Devil in the White City: Murder, Magic & Madness and the Fair that Changed America",,1
 Erin,Kellison,Shadow Bound,Shadow series,1
 Erin,Kellison,Shadow Fall,Shadow series,2
 Erin,Bried,How to Build a Fire: And Other Handy Things Your Grandfather Knew,,1
 Ernest,Hemingway,The Old Man and the Sea,,1
 Ernest,Hemingway,The sun also rises,,1
 Ernest E. & Jepson,Rothman,Mac OS X for Unix Geeks,,1
 Estelle,Lazer,Resurrecting Pompeii,,1
 ESTHER,FREUD,Hideous kinky,,1
 Eugene,Robinson,Disintegration: The Splintering of Black America,,1
 Evan,Mandery,"First Contact: Or, It's Later Than You Think",,2
 Eve,Bunting,The Summer of Riley,,1
 Eveline,Chao,Niubi!: The Real Chinese You Were Never Taught in School,,1
 Evelyn,Cosgrave,Desperately Seeking ...,,1
 Evie,Wyld,"After the fire, a still small voice",,1
 F. Paul,Wilson,The Last Rakosh,Repairman Jack,1
 F. Paul,Wilson,Legacies: A Repairman Jack Novel,Repairman Jack,2
 F. Paul,Wilson,Conspiracies,Repairman Jack,3
 F. Paul,Wilson,All the Rage,Repairman Jack,4
 F. Paul,Wilson,Hosts,Repairman Jack,5
 F. Paul,Wilson,The Haunted Air,Repairman Jack,6
 F. Paul,Wilson,Gateways,Repairman Jack,7
 F. Paul,Wilson,Crisscross: A Repairman Jack Novel,Repairman Jack,8
 F. Paul,Wilson,Infernal: A Repairman Jack Novel,Repairman Jack,9
 F. Paul,Wilson,Harbingers,Repairman Jack,10
 F. Paul,Wilson,Bloodline,Repairman Jack,11
 F. Paul,Wilson,By the Sword: A Repairman Jack Novel,Repairman Jack,12
 F. Paul,Wilson,Ground Zero: A Repairman Jack Novel,Repairman Jack,13
 F. Paul,Wilson,The Tomb,The Adversary Cycle,2
 F. Scott,Fitzgerald,Tender is the night,,1
 F. Scott,Fitzgerald,The Beautiful and Damned,,1
 F. Scott,Fitzgerald,The Curious Case of Benjamin Button and Other Jazz Age Stories,,1
 F. Scott,Fitzgerald,The Great Gatsby,,1
 F. Scott,Fitzgerald,This side of paradise,,1
 Felipe,Fernandez-Armesto,1492: The Year Our World Began,,1
 Felix,Gilman,The Half-Made World,,1
 Fernando,Morais,A Warrior's Life: A Biography of Paulo Coelho,,1
 Fernando,Pessoa,The Book of Disquiet,,1
 Fiona,Jayde,Night Haven,,1
 Flannery,O'Connor,Everything that rises must converge,,1
 Flynn,Meaney,Bloodthirsty,,1
 Fran,Friel,Mama's Boy and Other Dark Tales,,1
 Frances,Mayes,Every Day in Tuscany: Seasons of an Italian Life,,1
 Frances de Pontes,Peebles,The seamstress,,1
 Frances Hodgson,Burnett,The Secret Garden,,1
 Francine,Rivers,Her Mother's Hope,Marta's Legacy,1
 Francis Scott & Mangum,Fitzgerald,The best early stories of F. Scott Fitzgerald,,1
 Frank,Herbert,Dune,Dune,1
 Frank,Herbert,Dune Messiah,Dune,2
 Frank,Herbert,Children of Dune,Dune,3
 Frank,Herbert,God Emperor of Dune,Dune,4
 Frank,Herbert,Heretics of Dune,Dune,5
 Frank,Herbert,Chapterhouse: Dune,Dune,6
 Franz,Kafka,The metamorphosis and other stories,,1
 Fred,Thompson,Teaching the Pig to Dance: A Memoir,,1
 Frederick,Douglass,"Narrative of the Life of Frederick Douglass, an American Slave",,1
 Frederick,Forsyth,The Cobra,,1
 Frederick,Forsyth,The Day of the Jackal,,1
 Frederick,Forsyth,The Phantom of Manhattan,,1
 Friedrich,Nietzsche,Basic writings of Nietzsche,,1
 Friedrich,Nietzsche,Ecce Homo (the Autobiography of Friedrich Nietzsche),,1
 Friedrich Wilhelm,Nietzsche,Beyond Good and Evil: Prelude to a Philosophy of the Future,,1
 Fritz,Leiber,"Gather, Darkness!",,1
 Fyodor,Dostoyevsky,Crime and Punishment,,1
 Fyodor,Dostoyevsky,The Idiot,,1
 Fyodor & Avsey,Dostoyevsky,The Karamazov Brothers,,1
 G. J.,Meyer,The Tudors: The Complete Story of England's Most Notorious Dynasty,,1
 Gérard & Blin,Chaliand,The history of terrorism: from antiquity to al Qaeda,,1
 Géza,Vermès,The Story of the Scrolls: The Miraculous Discovery and True Significance of the Dead Sea Scrolls,,1
 Gabriel García & Rabassa,Márquez,One Hundred Years of Solitude,,1
 Gabriella,Poole,Blood Ties,,1
 Gabriella,Poole,Divided Souls,,1
 Gabriella,Poole,Secret Lives,,1
 Gail,Carriger,Blameless,Parasol Protectorate,3
 Gail,Caldwell,Let's Take the Long Way Home: A Memoir of Friendship,,1
 Gail,Godwin,Unfinished Desires: A Novel,,1
 Gaile,Parkin,Baking Cakes in Kigali,,1
 Gardner,Dozois,The Year's Best Science Fiction: Twenty-Sixth Annual Collection,Dozois Year's Best Science Fiction,26
 Gardner,Dozois,The Mammoth Book of the Best of Best New SF,,1
 Garth,Nix,Shade's Children,,1
 Garth,Stein,The Art of Racing in the Rain,,1
 Gary,Paulsen,Hatchet,Brian Robeson,1
 Gary,Paulsen,The River,Brian Robeson,2
 Gary,Paulsen,Brian's Winter,Brian Robeson,3
 Gary,Paulsen,Brian's Return,Brian Robeson,4
 Gary,Paulsen,Brian's Hunt,Brian Robeson,5
 Gary,Gibson,Stealing Light,The Shoal,1
 Gary,Gibson,Nova War,The Shoal,2
 Gary,Gibson,Empire of Light,The Shoal,3
 Gary,Russell,The Twilight Streets,Torchwood,6
 Gary,Rivlin,"Broke, USA: From Pawnshops to Poverty, Inc.—How the Working Poor Became Big Business",,1
 Gary,Vaynerchuk,Crush It!: Why NOW Is the Time to Cash In on Your Passion,,1
 Gary,Jansen,Holy Ghosts,,1
 Gary,Paulsen,Notes from the Dog,,1
 Gary,Shteyngart,Super Sad True Love Story: A Novel,,1
 Gary,Chapman,The 5 Love Languages: The Secret to Love That Lasts,,1
 Gary,Hansen,Wet Desert: Tracking Down a Terrorist on the Colorado River,,1
 Gary,Paulsen,Woods Runner,,1
 Gary & M.D.,Birken,Code 15,,1
 Gaston,Leroux,The Phantom of the Opera,,1
 Gav,Thorpe,The Crown of the Blood,Crown Of The Blood,1
 Gay,Talese,Honor thy father,,1
 Gayle,Brandeis,Delta Girls,,1
 Gayle,Forman,If I Stay,,1
 Gayle,Lynds,The Book of Spies,,1
 Gene,Wolfe,Shadow and claw,The Book of the New Sun,1
 Gene,Wolfe,Sword and citadel,The Book of the New Sun,2
 Gene,Mustain,Mob star: the story of John Gotti,,1
 Gene,Wallenstein,"The pleasure instinct: why we crave adventure, chocolate, pheromones, and music",,1
 Gennifer,Choldenko,Al Capone Shines My Shoes,Moose Flanagan,2
 Geoffrey,Jenkins,Scend of the Sea,,1
 George,Orwell,1984,,1
 George,Bishop,Letter to My Daughter: A Novel,,1
 George,Orwell,The Complete Novels Of George Orwell,,1
 George,Carlin,When Will Jesus Bring the Pork Chops?,,1
 George & Baker,Orwell,Animal farm: a fairy story,,1
 George Bernard,Shaw,Caesar and Cleopatra Caesar and Cleopatra,,1
 George Bernard,Shaw,Pygmalion and three other plays,,1
 George Dawes,Green,Ravens,,1
 George R. R.,Martin,A Game Of Thrones,A Song of Ice and Fire,1
 George R. R.,Martin,A Clash of Kings,A Song of Ice and Fire,2
 George R. R.,Martin,A Storm of Swords,A Song of Ice and Fire,3
 George R. R.,Martin,A Feast for Crows,A Song of Ice and Fire,4
 George R. R.,Martin,The Hedge Knight,Tales of Dunk and Egg,1
 George R. R.,Martin,The Sworn Sword,Tales of Dunk and Egg,2
 George R. R.,Martin,The Mystery Knight,Tales of Dunk and Egg,3
 George R. R.,Martin,Busted Flush,Wild Cards,19
 George R. R.,Martin,Fevre Dream,,1
 George R. R. & Cassutt,Martin,Wild Cards: Deuces Down,Wild Cards,16
 George R. R. & Dozois,Martin,Songs of Love and Death: All-Original Tales of Star-Crossed Love,,1
 George W.,Bush,Decision Points,,1
 Georgina,Harding,The Spy Game,,1
 Gerald,Durrell,The Corfu trilogy,Corfu Trilogy,1
 Gerald,Kolpan,Etta,,1
 Gerald,Martin,Gabriel García Márquez: a life,,1
 Gerald,Biss,The Door of the Unreal,,1
 Geraldine,Brooks,March: a novel,,1
 Geraldine,Brooks,Year of wonders: a novel of the plague,,1
 Geri,Krotow,What Family Means,Harlequin Superromance,1547
 Gervase,Phinn,Dominic's Discovery,,1
 GILBERT,MORRIS,The Homeplace,Singing River,1
 Giles,Foden,Ladysmith,,1
 Giles & anonymous,Foden,Mimi and Toutou go forth: the bizarre battle of Lake Tanganyika,,1
 Giles & anonymous,Foden,Turbulence,,1
 Gillian,Summers,The Tree Shepherd's Daughter,Faire Folk Trilogy,1
 Gillian,Summers,Into the Wildewood,Faire Folk Trilogy,2
 Gillian,Summers,The Secret of the Dread Forest,Faire Folk Trilogy,3
 Gillian,Flynn,Dark Places,,1
 Gin,Phillips,The Well and the Mine,,1
 Giovanni,Boccaccio,The Decameron,,1
 Gita,Nazareth,Forgiving Ararat,,1
 Gladys,Mitchell,When Last I Died,Mrs. Bradley Mysteries,13
 Glen,Cook,Bleak Seasons,Black Company: Books of the Glittering Stone,1
 Glen,Cook,She Is The Darkness,Black Company: Books of the Glittering Stone,2
 Glen,Cook,Water Sleeps,Black Company: Books of the Glittering Stone,3
 Glen,Cook,Soldiers Live,Black Company: Books of the Glittering Stone,4
 Glen,Cook,The Black Company,Black Company: Books of the North,1
 Glen,Cook,Shadows Linger,Black Company: Books of the North,2
 Glen,Cook,The White Rose: A Novel of the Black Company,Black Company: Books of the North,3
 Glen,Cook,Shadow Games: The Fourth Chronicles of the Black Company: First Book of the South,Black Company: Books of the South,1
 Glen,Cook,Dreams of Steel,Black Company: Books of the South,2
 Glen,Cook,The Silver spike,Chronicles of the Black Company,1
 Glen,Cook,Doomstalker,Darkwar Trilogy,1
 Glen,Cook,Warlock,Darkwar Trilogy,2
 Glen,Cook,Ceremony,Darkwar Trilogy,3
 Glen,Cook,Sweet Silver Blues,Garrett P.I.,1
 Glen,Cook,Bitter Gold Hearts,Garrett P.I.,2
 Glen,Cook,Cold copper tears,Garrett P.I.,3
 Glen,Cook,Old tin sorrows,Garrett P.I.,4
 Glen,Cook,Red Iron Nights,Garrett P.I.,6
 Glen,Cook,Deadly Quicksilver Lies,Garrett P.I.,7
 Glen,Cook,Petty Pewter Gods,Garrett P.I.,8
 Glen,Cook,Faded Steel Heat,Garrett P.I.,9
 Glen,Cook,Angry Lead Skies,Garrett P.I.,10
 Glen,Cook,"Whispering nickel idols: a Garrett, P.I. novel",Garrett P.I.,11
 Glen,Cook,Cruel Zinc Melodies,Garrett P.I.,12
 Glen,Cook,Shadowline,Starfishers,1
 Glen,Cook,Starfishers: the starfishers trilogy,Starfishers,2
 Glen,Cook,Stars End,Starfishers,3
 Glen,Cook,The Tyranny of the Night,The Instrumentalities of the Night,1
 Glen,Cook,Lord of the Silent Kingdom,The Instrumentalities of the Night,2
 Glen,Cook,Surrender to the Will of the Night,The Instrumentalities of the Night,3
 Glen,Cook,The Swordbearer,,1
 Glenn,Cooper,Secret of the Seventh Son,"Will Piper, FBI Agent",1
 Glenn,Greenwald,A Tragic Legacy: How a Good Vs. Evil Mentality Destroyed the Bush Presidency,,1
 Glenn,Taylor,The Marrowbone Marble Company,,1
 Glenn,Cooper,The Tenth Chamber,,1
 Gord,Rollo,The Jigsaw Man,,1
 Gordon,Ramsay,Cooking for Friends,,1
 Grace,Lin,Where the Mountain Meets the Moon,,1
 Graham,Brown,Black Rain: A Thriller,,1
 Graham,Brown,Black Sun: A Thriller,,1
 Graham,Masterton,Death Mask,,1
 Graham,Masterton,Death Trance,,1
 Graham,Bowley,No Way Down: Life and Death on K2,,1
 Graham,Masterton,The pariah,,1
 Graham,Moore,The Sherlockian,,1
 Greg,Bear,Quantico,Quantico,1
 Greg,Bear,Anvil of Stars,The Forge of God,2
 Greg,Bear,Blood Music,,1
 Greg,Bear,Hull Zero Three,,1
 Greg,Mortenson,Stones Into Schools,,1
 Greg,Mortenson,Three Cups of Tea,,1
 Gregg,Olsen,Victim Six,,1
 Gregory,Mcdonald,Fletch,Fletch Mysteries: Chronological order,4
 Gregory,Mcdonald,"Confess, Fletch",Fletch Mysteries: Chronological order,6
 Gregory,Mcdonald,Fletch's Fortune,Fletch Mysteries: Chronological order,7
 Gregory,Maguire,Wicked: the life and times of the wicked witch of the West : a novel,The Wicked Years,1
 Gregory,Maguire,Son of a Witch: Volume Two in the Wicked Years,The Wicked Years,2
 Gregory,Maguire,A Lion Among Men: Volume Three in the Wicked Years,The Wicked Years,3
 Gregory,Benford,Eater,,1
 Gregory,Maguire,Lost,,1
 Gregory,Maguire,Matchless: A Christmas Story,,1
 Gregory,Maguire,Mirror Mirror,,1
 Gregory,Zuckerman,The Greatest Trade Ever: The Behind-the-scenes Story of How John Paulson Defied Wall Street and Made Financial History,,1
 Gregory,Funaro,The Sculptor,,1
 Gregory A.,Freeman,The Forgotten 500: The Untold Story of the Men Who Risked All for the Greatest Rescue Mission of World War II,,1
